id,prefixo,kx_n_urns,grupo_id,escopo
1304,br;rio.grande.sul;julio.castilhos:municipal:decreto.lei,1,,leg
1305,br;rio.grande.sul;julio.castilhos:municipal:lei,249,,leg
1306,br;rio.grande.sul;julio.castilhos:municipal:lei.complementar,32,,leg
1307,br;rio.grande.sul;julio.castilhos:municipal:lei.organica,1,,leg
1308,br;rio.grande.sul;lagoa.bonita.sul:municipal:decreto,141,,leg
1309,br;rio.grande.sul;lagoa.bonita.sul:municipal:lei,259,,leg
1310,br;rio.grande.sul;lagoa.bonita.sul:municipal:lei.complementar,3,,leg
1311,br;rio.grande.sul;lagoao:municipal:decreto,2,,leg
1312,br;rio.grande.sul;lagoao:municipal:decreto.legislativo,2,,leg
1313,br;rio.grande.sul;lagoao:municipal:emenda.lei.organica,1,,leg
1314,br;rio.grande.sul;lagoao:municipal:lei,34,,leg
1315,br;rio.grande.sul;lagoao:municipal:lei.organica,1,,leg
1316,br;rio.grande.sul;lagoa.tres.cantos:municipal:decreto,113,,leg
1317,br;rio.grande.sul;lagoa.tres.cantos:municipal:decreto.legislativo,2,,leg
1318,br;rio.grande.sul;lagoa.tres.cantos:municipal:lei,154,,leg
1319,br;rio.grande.sul;lagoa.tres.cantos:municipal:lei.organica,1,,leg
1320,br;rio.grande.sul;lagoa.vermelha:municipal:decreto,120,,leg
1321,br;rio.grande.sul;lagoa.vermelha:municipal:decreto.legislativo,2,,leg
1322,br;rio.grande.sul;lagoa.vermelha:municipal:lei,1331,,leg
1323,br;rio.grande.sul;lagoa.vermelha:municipal:lei.complementar,32,,leg
1324,br;rio.grande.sul;lajeado.bugre:municipal:decreto,160,,leg
1325,br;rio.grande.sul;lajeado.bugre:municipal:decreto.lei,1,,leg
1326,br;rio.grande.sul;lajeado.bugre:municipal:lei,288,,leg
1327,br;rio.grande.sul;lajeado.bugre:municipal:lei.complementar,1,,leg
1328,br;rio.grande.sul;lajeado.bugre:municipal:lei.organica,1,,leg
1329,br;rio.grande.sul;lajeado:municipal:decreto,7,,leg
1330,br;rio.grande.sul;lajeado:municipal:emenda.lei.organica,3,,leg
1331,br;rio.grande.sul;lajeado:municipal:lei,775,,leg
1332,br;rio.grande.sul;lavras.sul:municipal:decreto,1179,,leg
1333,br;rio.grande.sul;lavras.sul:municipal:decreto.legislativo,5,,leg
1334,br;rio.grande.sul;lavras.sul:municipal:lei,392,,leg
1335,br;rio.grande.sul;lavras.sul:municipal:lei.organica,1,,leg
1336,br;rio.grande.sul;liberato.salzano:municipal:decreto,2,,leg
1337,br;rio.grande.sul;liberato.salzano:municipal:lei,445,,leg
1338,br;rio.grande.sul;liberato.salzano:municipal:lei.organica,1,,leg
1339,br;rio.grande.sul;lindolfo.collor:municipal:decreto.legislativo,1,,leg
1340,br;rio.grande.sul;lindolfo.collor:municipal:lei,366,,leg
1341,br;rio.grande.sul;lindolfo.collor:municipal:lei.organica,1,,leg
1342,br;rio.grande.sul;linha.nova:municipal:decreto,1,,leg
1343,br;rio.grande.sul;linha.nova:municipal:decreto.legislativo,2,,leg
1344,br;rio.grande.sul;linha.nova:municipal:emenda.lei.organica,1,,leg
1345,br;rio.grande.sul;linha.nova:municipal:lei,158,,leg
1346,br;rio.grande.sul;macambara:municipal:lei,196,,leg
1347,br;rio.grande.sul;macambara:municipal:lei.complementar,4,,leg
1348,br;rio.grande.sul;machadinho:municipal:decreto,2,,leg
1349,br;rio.grande.sul;machadinho:municipal:decreto.legislativo,2,,leg
1350,br;rio.grande.sul;machadinho:municipal:lei,274,,leg
1351,br;rio.grande.sul;mampituba:municipal:decreto,3,,leg
1352,br;rio.grande.sul;mampituba:municipal:decreto.legislativo,13,,leg
1353,br;rio.grande.sul;mampituba:municipal:emenda.lei.organica,1,,leg
1354,br;rio.grande.sul;mampituba:municipal:lei,158,,leg
1355,br;rio.grande.sul;mampituba:municipal:lei.organica,2,,leg
1356,br;rio.grande.sul;manoel.viana:municipal:decreto,3,,leg
1357,br;rio.grande.sul;manoel.viana:municipal:decreto.legislativo,45,,leg
1358,br;rio.grande.sul;manoel.viana:municipal:emenda.lei.organica,3,,leg
1359,br;rio.grande.sul;manoel.viana:municipal:lei,318,,leg
1360,br;rio.grande.sul;manoel.viana:municipal:lei.complementar,4,,leg
1361,br;rio.grande.sul;manoel.viana:municipal:lei.organica,1,,leg
1362,br;rio.grande.sul;maquine:municipal:decreto,5,,leg
1363,br;rio.grande.sul;maquine:municipal:decreto.legislativo,5,,leg
1364,br;rio.grande.sul;maquine:municipal:lei,201,,leg
1365,br;rio.grande.sul;marata:municipal:decreto.legislativo,6,,leg
1366,br;rio.grande.sul;marata:municipal:emenda.lei.organica,5,,leg
1367,br;rio.grande.sul;marata:municipal:lei,449,,leg
1368,br;rio.grande.sul;marata:municipal:lei.organica,1,,leg
1369,br;rio.grande.sul;marau:municipal:decreto,83,,leg
1370,br;rio.grande.sul;marau:municipal:decreto.legislativo,1,,leg
1371,br;rio.grande.sul;marau:municipal:emenda.lei.organica,1,,leg
1372,br;rio.grande.sul;marau:municipal:lei,515,,leg
1373,br;rio.grande.sul;marau:municipal:lei.complementar,2,,leg
1374,br;rio.grande.sul;marau:municipal:lei.organica,1,,leg
1375,br;rio.grande.sul;marcelino.ramos:municipal:decreto.legislativo,8,,leg
1376,br;rio.grande.sul;marcelino.ramos:municipal:emenda.lei.organica,1,,leg
1377,br;rio.grande.sul;marcelino.ramos:municipal:lei,145,,leg
1378,br;rio.grande.sul;marcelino.ramos:municipal:lei.organica,1,,leg
1379,br;rio.grande.sul;mariana.pimentel:municipal:decreto,1,,leg
1380,br;rio.grande.sul;mariana.pimentel:municipal:decreto.legislativo,4,,leg
1381,br;rio.grande.sul;mariana.pimentel:municipal:lei,354,,leg
1382,br;rio.grande.sul;mariano.moro:municipal:decreto,7,,leg
1383,br;rio.grande.sul;mariano.moro:municipal:decreto.legislativo,16,,leg
1384,br;rio.grande.sul;mariano.moro:municipal:emenda.lei.organica,3,,leg
1385,br;rio.grande.sul;mariano.moro:municipal:lei,271,,leg
1386,br;rio.grande.sul;mariano.moro:municipal:lei.organica,1,,leg
1387,br;rio.grande.sul;marques.souza:municipal:decreto,95,,leg
1388,br;rio.grande.sul;marques.souza:municipal:decreto.legislativo,3,,leg
1389,br;rio.grande.sul;marques.souza:municipal:emenda.lei.organica,1,,leg
1390,br;rio.grande.sul;marques.souza:municipal:lei,267,,leg
1391,br;rio.grande.sul;marques.souza:municipal:lei.organica,1,,leg
1392,br;rio.grande.sul;mata:municipal:decreto.legislativo,4,,leg
1393,br;rio.grande.sul;mata:municipal:emenda.lei.organica,3,,leg
1394,br;rio.grande.sul;mata:municipal:lei,116,,leg
1395,br;rio.grande.sul;mata:municipal:lei.organica,1,,leg
1396,br;rio.grande.sul;mato.castelhano:municipal:emenda.lei.organica,5,,leg
1397,br;rio.grande.sul;mato.castelhano:municipal:lei,41,,leg
1398,br;rio.grande.sul;mato.castelhano:municipal:lei.complementar,5,,leg
1399,br;rio.grande.sul;mato.leitao:municipal:decreto,3,,leg
1400,br;rio.grande.sul;mato.leitao:municipal:emenda.lei.organica,1,,leg
1401,br;rio.grande.sul;mato.leitao:municipal:lei,189,,leg
1402,br;rio.grande.sul;mato.queimado:municipal:decreto,2,,leg
1403,br;rio.grande.sul;mato.queimado:municipal:decreto.legislativo,4,,leg
1404,br;rio.grande.sul;mato.queimado:municipal:lei,241,,leg
1405,br;rio.grande.sul;mato.queimado:municipal:lei.organica,1,,leg
1406,br;rio.grande.sul;maximiliano.almeida:municipal:decreto,7,,leg
1407,br;rio.grande.sul;maximiliano.almeida:municipal:decreto.legislativo,8,,leg
1408,br;rio.grande.sul;maximiliano.almeida:municipal:emenda.lei.organica,2,,leg
1409,br;rio.grande.sul;maximiliano.almeida:municipal:lei,231,,leg
1410,br;rio.grande.sul;maximiliano.almeida:municipal:lei.organica,1,,leg
1411,br;rio.grande.sul;minas.leao:municipal:decreto,3,,leg
1412,br;rio.grande.sul;minas.leao:municipal:emenda.lei.organica,3,,leg
1413,br;rio.grande.sul;minas.leao:municipal:lei,141,,leg
1414,br;rio.grande.sul;miraguai:municipal:decreto,2,,leg
1415,br;rio.grande.sul;miraguai:municipal:decreto.legislativo,3,,leg
1416,br;rio.grande.sul;miraguai:municipal:emenda.lei.organica,1,,leg
1417,br;rio.grande.sul;miraguai:municipal:lei,417,,leg
1418,br;rio.grande.sul;miraguai:municipal:lei.complementar,8,,leg
1419,br;rio.grande.sul;miraguai:municipal:lei.organica,1,,leg
1420,br;rio.grande.sul;montauri:municipal:decreto,37,,leg
1421,br;rio.grande.sul;montauri:municipal:emenda.lei.organica,1,,leg
1422,br;rio.grande.sul;montauri:municipal:lei,84,,leg
1423,br;rio.grande.sul;montauri:municipal:lei.organica,1,,leg
1424,br;rio.grande.sul;monte.alegre.campos:municipal:decreto,129,,leg
1425,br;rio.grande.sul;monte.alegre.campos:municipal:decreto.legislativo,2,,leg
1426,br;rio.grande.sul;monte.alegre.campos:municipal:decreto.lei,1,,leg
1427,br;rio.grande.sul;monte.alegre.campos:municipal:lei,168,,leg
1428,br;rio.grande.sul;monte.alegre.campos:municipal:lei.complementar,1,,leg
1429,br;rio.grande.sul;monte.alegre.campos:municipal:lei.organica,1,,leg
1430,br;rio.grande.sul;monte.belo.sul:municipal:decreto,4,,leg
1431,br;rio.grande.sul;monte.belo.sul:municipal:decreto.legislativo,9,,leg
1432,br;rio.grande.sul;monte.belo.sul:municipal:lei,158,,leg
1433,br;rio.grande.sul;monte.belo.sul:municipal:lei.organica,1,,leg
1434,br;rio.grande.sul;montenegro:municipal:decreto,18,,leg
1435,br;rio.grande.sul;montenegro:municipal:decreto.legislativo,3,,leg
1436,br;rio.grande.sul;montenegro:municipal:emenda.lei.organica,27,,leg
1437,br;rio.grande.sul;montenegro:municipal:lei,597,,leg
1438,br;rio.grande.sul;montenegro:municipal:lei.complementar,202,,leg
1439,br;rio.grande.sul;montenegro:municipal:lei.organica,1,,leg
1440,br;rio.grande.sul;mormaco:municipal:decreto.legislativo,2,,leg
1441,br;rio.grande.sul;mormaco:municipal:emenda.lei.organica,2,,leg
1442,br;rio.grande.sul;mormaco:municipal:lei,244,,leg
1443,br;rio.grande.sul;morrinhos.sul:municipal:decreto,269,,leg
1444,br;rio.grande.sul;morrinhos.sul:municipal:decreto.legislativo,6,,leg
1445,br;rio.grande.sul;morrinhos.sul:municipal:emenda.lei.organica,24,,leg
1446,br;rio.grande.sul;morrinhos.sul:municipal:lei,271,,leg
1447,br;rio.grande.sul;morrinhos.sul:municipal:lei.organica,1,,leg
1448,br;rio.grande.sul;morro.redondo:municipal:decreto,92,,leg
1449,br;rio.grande.sul;morro.redondo:municipal:decreto.legislativo,1,,leg
1450,br;rio.grande.sul;morro.redondo:municipal:lei,278,,leg
1451,br;rio.grande.sul;morro.reuter:municipal:decreto,2,,leg
1452,br;rio.grande.sul;morro.reuter:municipal:decreto.legislativo,9,,leg
1453,br;rio.grande.sul;morro.reuter:municipal:lei,260,,leg
1454,br;rio.grande.sul;morro.reuter:municipal:lei.organica,1,,leg
1455,br;rio.grande.sul;mostardas:municipal:decreto,9,,leg
1456,br;rio.grande.sul;mostardas:municipal:decreto.legislativo,8,,leg
1457,br;rio.grande.sul;mostardas:municipal:emenda.lei.organica,4,,leg
1458,br;rio.grande.sul;mostardas:municipal:lei,802,,leg
1459,br;rio.grande.sul;mostardas:municipal:lei.complementar,1,,leg
1460,br;rio.grande.sul;mucum:municipal:decreto.legislativo,3,,leg
1461,br;rio.grande.sul;mucum:municipal:emenda.lei.organica,1,,leg
1462,br;rio.grande.sul;mucum:municipal:lei,204,,leg
1463,br;rio.grande.sul;muitos.capoes:municipal:decreto,71,,leg
1464,br;rio.grande.sul;muitos.capoes:municipal:lei,104,,leg
1465,br;rio.grande.sul;muliterno:municipal:decreto,7,,leg
1466,br;rio.grande.sul;muliterno:municipal:decreto.legislativo,2,,leg
1467,br;rio.grande.sul;muliterno:municipal:emenda.lei.organica,1,,leg
1468,br;rio.grande.sul;muliterno:municipal:lei,122,,leg
1469,br;rio.grande.sul;muliterno:municipal:lei.organica,1,,leg
1470,br;rio.grande.sul;nao.me.toque:municipal:decreto,24,,leg
1471,br;rio.grande.sul;nao.me.toque:municipal:emenda.lei.organica,1,,leg
1472,br;rio.grande.sul;nao.me.toque:municipal:lei,551,,leg
1473,br;rio.grande.sul;nao.me.toque:municipal:lei.complementar,61,,leg
1474,br;rio.grande.sul;nao.me.toque:municipal:lei.organica,1,,leg
1475,br;rio.grande.sul;nicolau.vergueiro:municipal:decreto,7,,leg
1476,br;rio.grande.sul;nicolau.vergueiro:municipal:decreto.legislativo,41,,leg
1477,br;rio.grande.sul;nicolau.vergueiro:municipal:emenda.lei.organica,6,,leg
1478,br;rio.grande.sul;nicolau.vergueiro:municipal:lei,180,,leg
1479,br;rio.grande.sul;nicolau.vergueiro:municipal:lei.organica,1,,leg
1480,br;rio.grande.sul;nonoai:municipal:decreto,3,,leg
1481,br;rio.grande.sul;nonoai:municipal:emenda.lei.organica,4,,leg
1482,br;rio.grande.sul;nonoai:municipal:lei,94,,leg
1483,br;rio.grande.sul;nonoai:municipal:lei.organica,1,,leg
1484,br;rio.grande.sul;nova.alvorada:municipal:decreto,1,,leg
1485,br;rio.grande.sul;nova.alvorada:municipal:emenda.lei.organica,1,,leg
1486,br;rio.grande.sul;nova.alvorada:municipal:lei,237,,leg
1487,br;rio.grande.sul;nova.araca:municipal:decreto,248,,leg
1488,br;rio.grande.sul;nova.araca:municipal:decreto.legislativo,2,,leg
1489,br;rio.grande.sul;nova.araca:municipal:lei,298,,leg
1490,br;rio.grande.sul;nova.araca:municipal:lei.organica,1,,leg
1491,br;rio.grande.sul;nova.bassano:municipal:decreto,2,,leg
1492,br;rio.grande.sul;nova.bassano:municipal:decreto.legislativo,3,,leg
1493,br;rio.grande.sul;nova.bassano:municipal:emenda.lei.organica,6,,leg
1494,br;rio.grande.sul;nova.bassano:municipal:lei,520,,leg
1495,br;rio.grande.sul;nova.bassano:municipal:lei.organica,1,,leg
1496,br;rio.grande.sul;nova.boa.vista:municipal:decreto,40,,leg
1497,br;rio.grande.sul;nova.boa.vista:municipal:decreto.legislativo,5,,leg
1498,br;rio.grande.sul;nova.boa.vista:municipal:decreto.lei,1,,leg
1499,br;rio.grande.sul;nova.boa.vista:municipal:lei,157,,leg
1500,br;rio.grande.sul;nova.boa.vista:municipal:lei.complementar,26,,leg
1501,br;rio.grande.sul;nova.boa.vista:municipal:lei.organica,1,,leg
1502,br;rio.grande.sul;nova.brescia:municipal:decreto,4,,leg
1503,br;rio.grande.sul;nova.brescia:municipal:lei,96,,leg
1504,br;rio.grande.sul;nova.brescia:municipal:lei.complementar,3,,leg
1505,br;rio.grande.sul;nova.candelaria:municipal:decreto,2,,leg
1506,br;rio.grande.sul;nova.candelaria:municipal:emenda.lei.organica,1,,leg
1507,br;rio.grande.sul;nova.candelaria:municipal:lei,133,,leg
1508,br;rio.grande.sul;nova.candelaria:municipal:lei.organica,1,,leg
1509,br;rio.grande.sul;nova.esperanca.sul:municipal:decreto,5,,leg
1510,br;rio.grande.sul;nova.esperanca.sul:municipal:decreto.legislativo,1,,leg
1511,br;rio.grande.sul;nova.esperanca.sul:municipal:emenda.lei.organica,1,,leg
1512,br;rio.grande.sul;nova.esperanca.sul:municipal:lei,233,,leg
1513,br;rio.grande.sul;nova.esperanca.sul:municipal:lei.organica,1,,leg
1514,br;rio.grande.sul;nova.hartz:municipal:decreto,6,,leg
1515,br;rio.grande.sul;nova.hartz:municipal:decreto.legislativo,8,,leg
1516,br;rio.grande.sul;nova.hartz:municipal:emenda.lei.organica,1,,leg
1517,br;rio.grande.sul;nova.hartz:municipal:lei,241,,leg
1518,br;rio.grande.sul;nova.hartz:municipal:lei.organica,1,,leg
1519,br;rio.grande.sul;nova.padua:municipal:decreto,1,,leg
1520,br;rio.grande.sul;nova.padua:municipal:decreto.legislativo,17,,leg
1521,br;rio.grande.sul;nova.padua:municipal:emenda.lei.organica,1,,leg
1522,br;rio.grande.sul;nova.padua:municipal:lei,725,,leg
1523,br;rio.grande.sul;nova.padua:municipal:lei.complementar,2,,leg
1524,br;rio.grande.sul;nova.padua:municipal:lei.organica,1,,leg
1525,br;rio.grande.sul;nova.palma:municipal:decreto,19,,leg
1526,br;rio.grande.sul;nova.palma:municipal:decreto.legislativo,2,,leg
1527,br;rio.grande.sul;nova.palma:municipal:emenda.lei.organica,1,,leg
1528,br;rio.grande.sul;nova.palma:municipal:lei,115,,leg
1529,br;rio.grande.sul;nova.palma:municipal:lei.complementar,1,,leg
1530,br;rio.grande.sul;nova.palma:municipal:lei.organica,1,,leg
1531,br;rio.grande.sul;nova.petropolis:municipal:decreto,170,,leg
1532,br;rio.grande.sul;nova.petropolis:municipal:decreto.legislativo,13,,leg
1533,br;rio.grande.sul;nova.petropolis:municipal:emenda.lei.organica,3,,leg
1534,br;rio.grande.sul;nova.petropolis:municipal:lei,353,,leg
1535,br;rio.grande.sul;nova.prata:municipal:decreto,10,,leg
1536,br;rio.grande.sul;nova.prata:municipal:decreto.legislativo,1,,leg
1537,br;rio.grande.sul;nova.prata:municipal:emenda.lei.organica,2,,leg
1538,br;rio.grande.sul;nova.prata:municipal:lei,841,,leg
1539,br;rio.grande.sul;nova.prata:municipal:lei.organica,1,,leg
1540,br;rio.grande.sul;nova.ramada:municipal:decreto,15,,leg
1541,br;rio.grande.sul;nova.ramada:municipal:decreto.legislativo,12,,leg
1542,br;rio.grande.sul;nova.ramada:municipal:emenda.lei.organica,4,,leg
1543,br;rio.grande.sul;nova.ramada:municipal:lei,218,,leg
1544,br;rio.grande.sul;nova.ramada:municipal:lei.complementar,20,,leg
1545,br;rio.grande.sul;nova.ramada:municipal:lei.organica,1,,leg
1546,br;rio.grande.sul;nova.roma.sul:municipal:decreto.legislativo,1,,leg
1547,br;rio.grande.sul;nova.roma.sul:municipal:emenda.lei.organica,2,,leg
1548,br;rio.grande.sul;nova.roma.sul:municipal:lei,177,,leg
1549,br;rio.grande.sul;nova.roma.sul:municipal:lei.organica,1,,leg
1550,br;rio.grande.sul;nova.santa.rita:municipal:decreto,9,,leg
1551,br;rio.grande.sul;nova.santa.rita:municipal:emenda.lei.organica,3,,leg
1552,br;rio.grande.sul;nova.santa.rita:municipal:lei,229,,leg
1553,br;rio.grande.sul;nova.santa.rita:municipal:lei.organica,1,,leg
1554,br;rio.grande.sul;novo.barreiro:municipal:decreto,3,,leg
1555,br;rio.grande.sul;novo.barreiro:municipal:decreto.legislativo,2,,leg
1556,br;rio.grande.sul;novo.barreiro:municipal:lei,268,,leg
1557,br;rio.grande.sul;novo.barreiro:municipal:lei.organica,1,,leg
1558,br;rio.grande.sul;novo.cabrais:municipal:decreto,334,,leg
1559,br;rio.grande.sul;novo.cabrais:municipal:decreto.legislativo,3,,leg
1560,br;rio.grande.sul;novo.cabrais:municipal:emenda.lei.organica,4,,leg
1561,br;rio.grande.sul;novo.cabrais:municipal:lei,900,,leg
1562,br;rio.grande.sul;novo.cabrais:municipal:lei.organica,1,,leg
1563,br;rio.grande.sul;novo.hamburgo:camara.municipal:resolucao,253,,leg
1564,br;rio.grande.sul;novo.hamburgo:municipal:decreto,227,,leg
1565,br;rio.grande.sul;novo.hamburgo:municipal:decreto.legislativo,345,,leg
1566,br;rio.grande.sul;novo.hamburgo:municipal:emenda.lei.organica,31,,leg
1567,br;rio.grande.sul;novo.hamburgo:municipal:lei,6782,,leg
1568,br;rio.grande.sul;novo.hamburgo:municipal:lei.complementar,24,,leg
1569,br;rio.grande.sul;novo.hamburgo:municipal:lei.organica,2,,leg
1570,br;rio.grande.sul;novo.machado:municipal:decreto,81,,leg
1571,br;rio.grande.sul;novo.machado:municipal:decreto.legislativo,2,,leg
1572,br;rio.grande.sul;novo.machado:municipal:lei,197,,leg
1573,br;rio.grande.sul;novo.tiradentes:municipal:decreto,346,,leg
1574,br;rio.grande.sul;novo.tiradentes:municipal:decreto.legislativo,2,,leg
1575,br;rio.grande.sul;novo.tiradentes:municipal:lei,478,,leg
1576,br;rio.grande.sul;novo.tiradentes:municipal:lei.complementar,4,,leg
1577,br;rio.grande.sul;novo.xingu:municipal:decreto,1,,leg
1578,br;rio.grande.sul;novo.xingu:municipal:lei,37,,leg
1579,br;rio.grande.sul;osorio:municipal:decreto,9,,leg
1580,br;rio.grande.sul;osorio:municipal:decreto.legislativo,8,,leg
1581,br;rio.grande.sul;osorio:municipal:emenda.lei.organica,4,,leg
1582,br;rio.grande.sul;osorio:municipal:lei,130,,leg
1583,br;rio.grande.sul;osorio:municipal:lei.complementar,9,,leg
1584,br;rio.grande.sul;paim.filho:municipal:decreto,4,,leg
1585,br;rio.grande.sul;paim.filho:municipal:decreto.legislativo,8,,leg
1586,br;rio.grande.sul;paim.filho:municipal:lei,327,,leg
1587,br;rio.grande.sul;paim.filho:municipal:lei.organica,1,,leg
1588,br;rio.grande.sul;palmares.sul:municipal:decreto,218,,leg
1589,br;rio.grande.sul;palmares.sul:municipal:decreto.legislativo,2,,leg
1590,br;rio.grande.sul;palmares.sul:municipal:emenda.lei.organica,19,,leg
1591,br;rio.grande.sul;palmares.sul:municipal:lei,264,,leg
1592,br;rio.grande.sul;palmares.sul:municipal:lei.complementar,37,,leg
1593,br;rio.grande.sul;palmeira.missoes:municipal:decreto,12,,leg
1594,br;rio.grande.sul;palmeira.missoes:municipal:emenda.lei.organica,1,,leg
1595,br;rio.grande.sul;palmeira.missoes:municipal:lei,265,,leg
1596,br;rio.grande.sul;palmeira.missoes:municipal:lei.complementar,7,,leg
1597,br;rio.grande.sul;palmeira.missoes:municipal:lei.organica,1,,leg
1598,br;rio.grande.sul;palmitinho:municipal:decreto,5,,leg
1599,br;rio.grande.sul;palmitinho:municipal:decreto.legislativo,2,,leg
1600,br;rio.grande.sul;palmitinho:municipal:emenda.lei.organica,6,,leg
1601,br;rio.grande.sul;palmitinho:municipal:lei,229,,leg
1602,br;rio.grande.sul;palmitinho:municipal:lei.complementar,9,,leg
1603,br;rio.grande.sul;palmitinho:municipal:lei.organica,1,,leg
1604,br;rio.grande.sul;panambi:municipal:decreto,173,,leg
1605,br;rio.grande.sul;panambi:municipal:decreto.legislativo,5,,leg
1606,br;rio.grande.sul;panambi:municipal:emenda.lei.organica,1,,leg
1607,br;rio.grande.sul;panambi:municipal:lei,440,,leg
1608,br;rio.grande.sul;panambi:municipal:lei.complementar,2,,leg
1609,br;rio.grande.sul;panambi:municipal:lei.organica,1,,leg
1610,br;rio.grande.sul;pantano.grande:municipal:decreto.legislativo,20,,leg
1611,br;rio.grande.sul;pantano.grande:municipal:emenda.lei.organica,1,,leg
