id,prefixo,kx_n_urns,grupo_id,escopo
2593,br:superior.tribunal.justica;secao.1:acordao;rhc,2,,jus
2594,br:superior.tribunal.justica;secao.1:acordao;rms,22,,jus
2595,br:superior.tribunal.justica;secao.1:acordao;sls,1,,jus
2596,br:superior.tribunal.justica;secao.2:acordao;ag,15,,jus
2597,br:superior.tribunal.justica;secao.2:acordao;ar,332,,jus
2598,br:superior.tribunal.justica;secao.2:acordao;aresp,1,,jus
2599,br:superior.tribunal.justica;secao.2:acordao;cat,17,,jus
2600,br:superior.tribunal.justica;secao.2:acordao;cc,4273,,jus
2601,br:superior.tribunal.justica;secao.2:acordao;eac,1,,jus
2602,br:superior.tribunal.justica;secao.2:acordao;eag,120,,jus
2603,br:superior.tribunal.justica;secao.2:acordao;ear,9,,jus
2604,br:superior.tribunal.justica;secao.2:acordao;eresp,1105,,jus
2605,br:superior.tribunal.justica;secao.2:acordao;exear,3,,jus
2606,br:superior.tribunal.justica;secao.2:acordao;eximp,5,,jus
2607,br:superior.tribunal.justica;secao.2:acordao;exsusp,15,,jus
2608,br:superior.tribunal.justica;secao.2:acordao;hc,2,,jus
2609,br:superior.tribunal.justica;secao.2:acordao;mc,23,,jus
2610,br:superior.tribunal.justica;secao.2:acordao;ms,86,,jus
2611,br:superior.tribunal.justica;secao.2:acordao;pet,81,,jus
2612,br:superior.tribunal.justica;secao.2:acordao;rcl,677,,jus
2613,br:superior.tribunal.justica;secao.2:acordao;resp,385,,jus
2614,br:superior.tribunal.justica;secao.2:acordao;rms,2,,jus
2615,br:superior.tribunal.justica;secao.3:acordao;ag,2,,jus
2616,br:superior.tribunal.justica;secao.3:acordao;ar,854,,jus
2617,br:superior.tribunal.justica;secao.3:acordao;cat,71,,jus
2618,br:superior.tribunal.justica;secao.3:acordao;cc,5642,,jus
2619,br:superior.tribunal.justica;secao.3:acordao;com,1,,jus
2620,br:superior.tribunal.justica;secao.3:acordao;eag,91,,jus
2621,br:superior.tribunal.justica;secao.3:acordao;ear,9,,jus
2622,br:superior.tribunal.justica;secao.3:acordao;ehc,1,,jus
2623,br:superior.tribunal.justica;secao.3:acordao;embexear,13,,jus
2624,br:superior.tribunal.justica;secao.3:acordao;embexems,84,,jus
2625,br:superior.tribunal.justica;secao.3:acordao;eresp,2162,,jus
2626,br:superior.tribunal.justica;secao.3:acordao;exems,19,,jus
2627,br:superior.tribunal.justica;secao.3:acordao;eximp,1,,jus
2628,br:superior.tribunal.justica;secao.3:acordao;exsusp,4,,jus
2629,br:superior.tribunal.justica;secao.3:acordao;hc,45,,jus
2630,br:superior.tribunal.justica;secao.3:acordao;hd,9,,jus
2631,br:superior.tribunal.justica;secao.3:acordao;idc,6,,jus
2632,br:superior.tribunal.justica;secao.3:acordao;mc,33,,jus
2633,br:superior.tribunal.justica;secao.3:acordao;ms,3534,,jus
2634,br:superior.tribunal.justica;secao.3:acordao;pet,114,,jus
2635,br:superior.tribunal.justica;secao.3:acordao;rcl,610,,jus
2636,br:superior.tribunal.justica;secao.3:acordao;resp,71,,jus
2637,br:superior.tribunal.justica;secao.3:acordao;rhc,3,,jus
2638,br:superior.tribunal.justica;secao.3:acordao;rms,17,,jus
2639,br:superior.tribunal.justica;secao.3:acordao;rvcr,36,,jus
2640,br:superior.tribunal.justica;secretaria.tribunal:instrucao.normativa,1,,jus
2641,br:superior.tribunal.justica;turma.1:acordao;ac,1,,jus
2642,br:superior.tribunal.justica;turma.1:acordao;ag,12886,,jus
2643,br:superior.tribunal.justica;turma.1:acordao;ar,2,,jus
2644,br:superior.tribunal.justica;turma.1:acordao;aresp,4963,,jus
2645,br:superior.tribunal.justica;turma.1:acordao;cc,1,,jus
2646,br:superior.tribunal.justica;turma.1:acordao;eresp,3,,jus
2647,br:superior.tribunal.justica;turma.1:acordao;hc,77,,jus
2648,br:superior.tribunal.justica;turma.1:acordao;mc,1359,,jus
2649,br:superior.tribunal.justica;turma.1:acordao;ms,6,,jus
2650,br:superior.tribunal.justica;turma.1:acordao;pet,61,,jus
2651,br:superior.tribunal.justica;turma.1:acordao;rcl,1,,jus
2652,br:superior.tribunal.justica;turma.1:acordao;resp,50119,,jus
2653,br:superior.tribunal.justica;turma.1:acordao;rhc,52,,jus
2654,br:superior.tribunal.justica;turma.1:acordao;rms,3638,,jus
2655,br:superior.tribunal.justica;turma.1:acordao;ro,18,,jus
2656,br:superior.tribunal.justica;turma.2:acordao;ac,1,,jus
2657,br:superior.tribunal.justica;turma.2:acordao;ag,11327,,jus
2658,br:superior.tribunal.justica;turma.2:acordao;apn,1,,jus
2659,br:superior.tribunal.justica;turma.2:acordao;aresp,10153,,jus
2660,br:superior.tribunal.justica;turma.2:acordao;eresp,1,,jus
2661,br:superior.tribunal.justica;turma.2:acordao;hc,93,,jus
2662,br:superior.tribunal.justica;turma.2:acordao;mc,1089,,jus
2663,br:superior.tribunal.justica;turma.2:acordao;ms,2,,jus
2664,br:superior.tribunal.justica;turma.2:acordao;pet,39,,jus
2665,br:superior.tribunal.justica;turma.2:acordao;resp,63626,,jus
2666,br:superior.tribunal.justica;turma.2:acordao;rhc,65,,jus
2667,br:superior.tribunal.justica;turma.2:acordao;rms,4241,,jus
2668,br:superior.tribunal.justica;turma.2:acordao;ro,22,,jus
2669,br:superior.tribunal.justica;turma.3:acordao;ac,8,,jus
2670,br:superior.tribunal.justica;turma.3:acordao;ag,13824,,jus
2671,br:superior.tribunal.justica;turma.3:acordao;ar,1,,jus
2672,br:superior.tribunal.justica;turma.3:acordao;aresp,8568,,jus
2673,br:superior.tribunal.justica;turma.3:acordao;cc,1,,jus
2674,br:superior.tribunal.justica;turma.3:acordao;eresp,2,,jus
2675,br:superior.tribunal.justica;turma.3:acordao;exemc,1,,jus
2676,br:superior.tribunal.justica;turma.3:acordao;hc,545,,jus
2677,br:superior.tribunal.justica;turma.3:acordao;mc,1138,,jus
2678,br:superior.tribunal.justica;turma.3:acordao;pet,87,,jus
2679,br:superior.tribunal.justica;turma.3:acordao;resp,30740,,jus
2680,br:superior.tribunal.justica;turma.3:acordao;rhc,319,,jus
2681,br:superior.tribunal.justica;turma.3:acordao;rms,1137,,jus
2682,br:superior.tribunal.justica;turma.3:acordao;ro,24,,jus
2683,br:superior.tribunal.justica;turma.4:acordao;ac,10,,jus
2684,br:superior.tribunal.justica;turma.4:acordao;ag,12046,,jus
2685,br:superior.tribunal.justica;turma.4:acordao;aresp,7535,,jus
2686,br:superior.tribunal.justica;turma.4:acordao;hc,492,,jus
2687,br:superior.tribunal.justica;turma.4:acordao;mc,722,,jus
2688,br:superior.tribunal.justica;turma.4:acordao;pet,54,,jus
2689,br:superior.tribunal.justica;turma.4:acordao;resp,28695,,jus
2690,br:superior.tribunal.justica;turma.4:acordao;rhc,310,,jus
2691,br:superior.tribunal.justica;turma.4:acordao;rms,1115,,jus
2692,br:superior.tribunal.justica;turma.4:acordao;ro,21,,jus
2693,br:superior.tribunal.justica;turma.5:acordao;ag,7313,,jus
2694,br:superior.tribunal.justica;turma.5:acordao;aresp,2061,,jus
2695,br:superior.tribunal.justica;turma.5:acordao;hc,41294,,jus
2696,br:superior.tribunal.justica;turma.5:acordao;mc,421,,jus
2697,br:superior.tribunal.justica;turma.5:acordao;pet,188,,jus
2698,br:superior.tribunal.justica;turma.5:acordao;resp,36208,,jus
2699,br:superior.tribunal.justica;turma.5:acordao;rhc,11994,,jus
2700,br:superior.tribunal.justica;turma.5:acordao;rms,5105,,jus
2701,br:superior.tribunal.justica;turma.6:acordao;ag,6919,,jus
2702,br:superior.tribunal.justica;turma.6:acordao;ar,1,,jus
2703,br:superior.tribunal.justica;turma.6:acordao;aresp,1759,,jus
2704,br:superior.tribunal.justica;turma.6:acordao;cc,6,,jus
2705,br:superior.tribunal.justica;turma.6:acordao;eresp,1,,jus
2706,br:superior.tribunal.justica;turma.6:acordao;hc,23578,,jus
2707,br:superior.tribunal.justica;turma.6:acordao;mc,261,,jus
2708,br:superior.tribunal.justica;turma.6:acordao;ms,3,,jus
2709,br:superior.tribunal.justica;turma.6:acordao;pet,58,,jus
2710,br:superior.tribunal.justica;turma.6:acordao;resp,27237,,jus
2711,br:superior.tribunal.justica;turma.6:acordao;rhc,7235,,jus
2712,br:superior.tribunal.justica;turma.6:acordao;rms,3433,,jus
2713,br:superior.tribunal.justica;turma.6:acordao;ro,1,,jus
2714,br:superior.tribunal.militar;plenario:acordao,15443,,jus
2715,br:supremo.tribunal.federal;plenario:acordao;ac,122,,jus
2716,br:supremo.tribunal.federal;plenario:acordao;aci,136,,jus
2717,br:supremo.tribunal.federal;plenario:acordao;aco,414,,jus
2718,br:supremo.tribunal.federal;plenario:acordao;acr,74,,jus
2719,br:supremo.tribunal.federal;plenario:acordao;ad,2,,jus
2720,br:supremo.tribunal.federal;plenario:acordao;adc,24,,jus
2721,br:supremo.tribunal.federal;plenario:acordao;adi,3612,,jus
2722,br:supremo.tribunal.federal;plenario:acordao;adpf,59,,jus
2723,br:supremo.tribunal.federal;plenario:acordao;ai,2446,,jus
2724,br:supremo.tribunal.federal;plenario:acordao;ao,192,,jus
2725,br:supremo.tribunal.federal;plenario:acordao;aoe,12,,jus
2726,br:supremo.tribunal.federal;plenario:acordao;ap,349,,jus
2727,br:supremo.tribunal.federal;plenario:acordao;ar,1040,,jus
2728,br:supremo.tribunal.federal;plenario:acordao;are,1822,,jus
2729,br:supremo.tribunal.federal;plenario:acordao;arv,15,,jus
2730,br:supremo.tribunal.federal;plenario:acordao;as,8,,jus
2731,br:supremo.tribunal.federal;plenario:acordao;ca,32,,jus
2732,br:supremo.tribunal.federal;plenario:acordao;cc,82,,jus
2733,br:supremo.tribunal.federal;plenario:acordao;cj,2606,,jus
2734,br:supremo.tribunal.federal;plenario:acordao;cm,3,,jus
2735,br:supremo.tribunal.federal;plenario:acordao;cr,91,,jus
2736,br:supremo.tribunal.federal;plenario:acordao;ct,7,,jus
2737,br:supremo.tribunal.federal;plenario:acordao;den,11,,jus
2738,br:supremo.tribunal.federal;plenario:acordao;el,1,,jus
2739,br:supremo.tribunal.federal;plenario:acordao;es,4,,jus
2740,br:supremo.tribunal.federal;plenario:acordao;ev,3,,jus
2741,br:supremo.tribunal.federal;plenario:acordao;ext,840,,jus
2742,br:supremo.tribunal.federal;plenario:acordao;hc,3855,,jus
2743,br:supremo.tribunal.federal;plenario:acordao;hd,7,,jus
2744,br:supremo.tribunal.federal;plenario:acordao;if,112,,jus
2745,br:supremo.tribunal.federal;plenario:acordao;inq,648,,jus
2746,br:supremo.tribunal.federal;plenario:acordao;int,1,,jus
2747,br:supremo.tribunal.federal;plenario:acordao;ip,25,,jus
2748,br:supremo.tribunal.federal;plenario:acordao;mi,994,,jus
2749,br:supremo.tribunal.federal;plenario:acordao;ms,4518,,jus
2750,br:supremo.tribunal.federal;plenario:acordao;pa,3,,jus
2751,br:supremo.tribunal.federal;plenario:acordao;pav,17,,jus
2752,br:supremo.tribunal.federal;plenario:acordao;pc,1,,jus
2753,br:supremo.tribunal.federal;plenario:acordao;pet,265,,jus
2754,br:supremo.tribunal.federal;plenario:acordao;ppe,13,,jus
2755,br:supremo.tribunal.federal;plenario:acordao;psv,17,,jus
2756,br:supremo.tribunal.federal;plenario:acordao;ptj,1,,jus
2757,br:supremo.tribunal.federal;plenario:acordao;qc,22,,jus
2758,br:supremo.tribunal.federal;plenario:acordao;rc,77,,jus
2759,br:supremo.tribunal.federal;plenario:acordao;rcl,2304,,jus
2760,br:supremo.tribunal.federal;plenario:acordao;re,9043,,jus
2761,br:supremo.tribunal.federal;plenario:acordao;rhc,1599,,jus
2762,br:supremo.tribunal.federal;plenario:acordao;rhd,1,,jus
2763,br:supremo.tribunal.federal;plenario:acordao;rms,5119,,jus
2764,br:supremo.tribunal.federal;plenario:acordao;rne,1,,jus
2765,br:supremo.tribunal.federal;plenario:acordao;rp,1194,,jus
2766,br:supremo.tribunal.federal;plenario:acordao;rvc,67,,jus
2767,br:supremo.tribunal.federal;plenario:acordao;sa,1,,jus
2768,br:supremo.tribunal.federal;plenario:acordao;se,587,,jus
2769,br:supremo.tribunal.federal;plenario:acordao;sec,91,,jus
2770,br:supremo.tribunal.federal;plenario:acordao;sl,47,,jus
2771,br:supremo.tribunal.federal;plenario:acordao;ss,312,,jus
2772,br:supremo.tribunal.federal;plenario:acordao;sta,77,,jus
2774,br:supremo.tribunal.federal;turma.1:acordao;ac,185,,jus
2775,br:supremo.tribunal.federal;turma.1:acordao;aci,9,,jus
2776,br:supremo.tribunal.federal;turma.1:acordao;aco,21,,jus
2777,br:supremo.tribunal.federal;turma.1:acordao;acr,11,,jus
2778,br:supremo.tribunal.federal;turma.1:acordao;adi,2,,jus
2779,br:supremo.tribunal.federal;turma.1:acordao;ai,24058,,jus
2780,br:supremo.tribunal.federal;turma.1:acordao;ao,63,,jus
2781,br:supremo.tribunal.federal;turma.1:acordao;ap,12,,jus
2782,br:supremo.tribunal.federal;turma.1:acordao;ar,51,,jus
2783,br:supremo.tribunal.federal;turma.1:acordao;are,7293,,jus
2784,br:supremo.tribunal.federal;turma.1:acordao;arv,1,,jus
2785,br:supremo.tribunal.federal;turma.1:acordao;ca,4,,jus
2786,br:supremo.tribunal.federal;turma.1:acordao;cc,4,,jus
2787,br:supremo.tribunal.federal;turma.1:acordao;cj,653,,jus
2788,br:supremo.tribunal.federal;turma.1:acordao;ct,70,,jus
2789,br:supremo.tribunal.federal;turma.1:acordao;den,5,,jus
2790,br:supremo.tribunal.federal;turma.1:acordao;ext,64,,jus
2791,br:supremo.tribunal.federal;turma.1:acordao;hc,13401,,jus
2792,br:supremo.tribunal.federal;turma.1:acordao;hd,1,,jus
2793,br:supremo.tribunal.federal;turma.1:acordao;inq,35,,jus
2794,br:supremo.tribunal.federal;turma.1:acordao;mi,1,,jus
2795,br:supremo.tribunal.federal;turma.1:acordao;ms,380,,jus
2796,br:supremo.tribunal.federal;turma.1:acordao;pet,144,,jus
2797,br:supremo.tribunal.federal;turma.1:acordao;rc,198,,jus
2798,br:supremo.tribunal.federal;turma.1:acordao;rcl,527,,jus
2799,br:supremo.tribunal.federal;turma.1:acordao;re,42017,,jus
2800,br:supremo.tribunal.federal;turma.1:acordao;rhc,6218,,jus
2801,br:supremo.tribunal.federal;turma.1:acordao;rmi,2,,jus
2802,br:supremo.tribunal.federal;turma.1:acordao;rms,1833,,jus
2803,br:supremo.tribunal.federal;turma.1:acordao;rp,8,,jus
2804,br:supremo.tribunal.federal;turma.1:acordao;rvc,3,,jus
2805,br:supremo.tribunal.federal;turma.1:acordao;se,5,,jus
2806,br:supremo.tribunal.federal;turma.2:acordao;ac,280,,jus
2807,br:supremo.tribunal.federal;turma.2:acordao;aci,27,,jus
2808,br:supremo.tribunal.federal;turma.2:acordao;aco,28,,jus
2809,br:supremo.tribunal.federal;turma.2:acordao;acr,27,,jus
2810,br:supremo.tribunal.federal;turma.2:acordao;adi,2,,jus
2811,br:supremo.tribunal.federal;turma.2:acordao;ai,20134,,jus
2812,br:supremo.tribunal.federal;turma.2:acordao;ao,88,,jus
2813,br:supremo.tribunal.federal;turma.2:acordao;aoe,1,,jus
2814,br:supremo.tribunal.federal;turma.2:acordao;ap,15,,jus
2815,br:supremo.tribunal.federal;turma.2:acordao;ar,50,,jus
2816,br:supremo.tribunal.federal;turma.2:acordao;are,8404,,jus
2817,br:supremo.tribunal.federal;turma.2:acordao;arv,2,,jus
2818,br:supremo.tribunal.federal;turma.2:acordao;ca,1,,jus
2819,br:supremo.tribunal.federal;turma.2:acordao;cj,654,,jus
2820,br:supremo.tribunal.federal;turma.2:acordao;ct,88,,jus
2821,br:supremo.tribunal.federal;turma.2:acordao;den,4,,jus
2822,br:supremo.tribunal.federal;turma.2:acordao;ext,55,,jus
2823,br:supremo.tribunal.federal;turma.2:acordao;hc,13491,,jus
2824,br:supremo.tribunal.federal;turma.2:acordao;if,2,,jus
2825,br:supremo.tribunal.federal;turma.2:acordao;inf,1,,jus
2826,br:supremo.tribunal.federal;turma.2:acordao;inq,21,,jus
2827,br:supremo.tribunal.federal;turma.2:acordao;ms,607,,jus
2828,br:supremo.tribunal.federal;turma.2:acordao;pet,139,,jus
2829,br:supremo.tribunal.federal;turma.2:acordao;ppe,1,,jus
2830,br:supremo.tribunal.federal;turma.2:acordao;qc,4,,jus
2831,br:supremo.tribunal.federal;turma.2:acordao;rc,203,,jus
2832,br:supremo.tribunal.federal;turma.2:acordao;rcl,316,,jus
2833,br:supremo.tribunal.federal;turma.2:acordao;re,42058,,jus
2834,br:supremo.tribunal.federal;turma.2:acordao;rhc,6410,,jus
2835,br:supremo.tribunal.federal;turma.2:acordao;rhd,1,,jus
2836,br:supremo.tribunal.federal;turma.2:acordao;rms,1910,,jus
2837,br:supremo.tribunal.federal;turma.2:acordao;rp,10,,jus
2838,br:supremo.tribunal.federal;turma.2:acordao;rvc,2,,jus
2839,br:supremo.tribunal.federal;turma.2:acordao;se,11,,jus
2840,br:supremo.tribunal.federal;turma.3:acordao;acr,1,,jus
2841,br:supremo.tribunal.federal;turma.3:acordao;adi,1,,jus
2842,br:supremo.tribunal.federal;turma.3:acordao;ai,1576,,jus
2843,br:supremo.tribunal.federal;turma.3:acordao;ar,1,,jus
2844,br:supremo.tribunal.federal;turma.3:acordao;cj,329,,jus
2845,br:supremo.tribunal.federal;turma.3:acordao;hc,804,,jus
2846,br:supremo.tribunal.federal;turma.3:acordao;ms,30,,jus
2847,br:supremo.tribunal.federal;turma.3:acordao;re,2282,,jus
2848,br:supremo.tribunal.federal;turma.3:acordao;rhc,379,,jus
2849,br:supremo.tribunal.federal;turma.3:acordao;rms,1038,,jus
2850,br:supremo.tribunal.federal;turma.3:acordao;rp,1,,jus
2851,br:terceiro.conselho.contribuintes;camara.1;turma.especial:acordao,69,,jus
2852,br:terceiro.conselho.contribuintes;camara.1;turma.ordinaria:acordao,5838,,jus
2853,br:terceiro.conselho.contribuintes;camara.2;turma.ordinaria:acordao,6941,,jus
2854,br:terceiro.conselho.contribuintes;camara.3;turma.especial:acordao,38,,jus
2855,br:terceiro.conselho.contribuintes;camara.3;turma.ordinaria:acordao,6830,,jus
2856,br:tribunal.contas.uniao;camara.1:acordao,15740,,jus
2857,br:tribunal.contas.uniao;camara.1:acordao;relacao,4551,,jus
2858,br:tribunal.contas.uniao;camara.2:acordao,15465,,jus
2859,br:tribunal.contas.uniao;camara.2:acordao;relacao,4051,,jus
2860,br:tribunal.contas.uniao;plenario:acordao,14949,,jus
2861,br:tribunal.contas.uniao;plenario:acordao;relacao,2349,,jus
2862,br:tribunal.superior.eleitoral;plenario:acordao;aaag,3,,jus
2863,br:tribunal.superior.eleitoral;plenario:acordao;aag,704,,jus
2864,br:tribunal.superior.eleitoral;plenario:acordao;aaim,1,,jus
2865,br:tribunal.superior.eleitoral;plenario:acordao;aamc,1,,jus
2866,br:tribunal.superior.eleitoral;plenario:acordao;aams,1,,jus
2867,br:tribunal.superior.eleitoral;plenario:acordao;aar,50,,jus
2868,br:tribunal.superior.eleitoral;plenario:acordao;aarespe,12,,jus
2869,br:tribunal.superior.eleitoral;plenario:acordao;aarp,1,,jus
2870,br:tribunal.superior.eleitoral;plenario:acordao;ac,5,,jus
2871,br:tribunal.superior.eleitoral;plenario:acordao;acp,1,,jus
2872,br:tribunal.superior.eleitoral;plenario:acordao;aeag,5,,jus
2873,br:tribunal.superior.eleitoral;plenario:acordao;aeapa,1,,jus
2874,br:tribunal.superior.eleitoral;plenario:acordao;aearespe,3,,jus
2875,br:tribunal.superior.eleitoral;plenario:acordao;aeeag,2,,jus
2876,br:tribunal.superior.eleitoral;plenario:acordao;aeear,1,,jus
2877,br:tribunal.superior.eleitoral;plenario:acordao;aeerms,1,,jus
2878,br:tribunal.superior.eleitoral;plenario:acordao;aelt,1,,jus
2879,br:tribunal.superior.eleitoral;plenario:acordao;aemc,1,,jus
2880,br:tribunal.superior.eleitoral;plenario:acordao;aepet,1,,jus
2881,br:tribunal.superior.eleitoral;plenario:acordao;aerespe,7,,jus
2882,br:tribunal.superior.eleitoral;plenario:acordao;aerms,1,,jus
2883,br:tribunal.superior.eleitoral;plenario:acordao;aero,1,,jus
2884,br:tribunal.superior.eleitoral;plenario:acordao;aerp,3,,jus
2885,br:tribunal.superior.eleitoral;plenario:acordao;aeximp,1,,jus
2886,br:tribunal.superior.eleitoral;plenario:acordao;aexsup,4,,jus
2887,br:tribunal.superior.eleitoral;plenario:acordao;ag,1444,,jus
2888,br:tribunal.superior.eleitoral;plenario:acordao;agr.ac,143,,jus
2889,br:tribunal.superior.eleitoral;plenario:acordao;agr.agr.ac,2,,jus
2890,br:tribunal.superior.eleitoral;plenario:acordao;agr.agr.agr.respe,1,,jus
2891,br:tribunal.superior.eleitoral;plenario:acordao;agr.agr.ar,1,,jus
2892,br:tribunal.superior.eleitoral;plenario:acordao;agr.agr.respe,12,,jus
2893,br:tribunal.superior.eleitoral;plenario:acordao;agr.ai,409,,jus
2894,br:tribunal.superior.eleitoral;plenario:acordao;agr.ar,24,,jus
2895,br:tribunal.superior.eleitoral;plenario:acordao;agr.ed.respe,1,,jus
2896,br:tribunal.superior.eleitoral;plenario:acordao;agr.exc,1,,jus
2897,br:tribunal.superior.eleitoral;plenario:acordao;agr.hc,9,,jus
2898,br:tribunal.superior.eleitoral;plenario:acordao;agr.hd,1,,jus
2899,br:tribunal.superior.eleitoral;plenario:acordao;agr.ms,67,,jus
2900,br:tribunal.superior.eleitoral;plenario:acordao;agr.pet,24,,jus
2901,br:tribunal.superior.eleitoral;plenario:acordao;agr.rced,9,,jus
2902,br:tribunal.superior.eleitoral;plenario:acordao;agr.rcl,20,,jus
2903,br:tribunal.superior.eleitoral;plenario:acordao;agr.respe,1230,,jus
2904,br:tribunal.superior.eleitoral;plenario:acordao;agr.rhc,3,,jus
2905,br:tribunal.superior.eleitoral;plenario:acordao;agr.rms,32,,jus
2906,br:tribunal.superior.eleitoral;plenario:acordao;agr.ro,183,,jus
2907,br:tribunal.superior.eleitoral;plenario:acordao;agr.rp,14,,jus
2908,br:tribunal.superior.eleitoral;plenario:acordao;ahc,9,,jus
2909,br:tribunal.superior.eleitoral;plenario:acordao;ai,9,,jus
2910,br:tribunal.superior.eleitoral;plenario:acordao;amc,250,,jus
2911,br:tribunal.superior.eleitoral;plenario:acordao;ami,1,,jus
2912,br:tribunal.superior.eleitoral;plenario:acordao;ams,180,,jus
2913,br:tribunal.superior.eleitoral;plenario:acordao;amscol,3,,jus
2914,br:tribunal.superior.eleitoral;plenario:acordao;apa,1,,jus
2915,br:tribunal.superior.eleitoral;plenario:acordao;apdsf,1,,jus
2916,br:tribunal.superior.eleitoral;plenario:acordao;apet,19,,jus
2917,br:tribunal.superior.eleitoral;plenario:acordao;ar,27,,jus
2918,br:tribunal.superior.eleitoral;plenario:acordao;arced,35,,jus
2919,br:tribunal.superior.eleitoral;plenario:acordao;arcl,50,,jus
2920,br:tribunal.superior.eleitoral;plenario:acordao;arespe,1003,,jus
2921,br:tribunal.superior.eleitoral;plenario:acordao;arhc,3,,jus
2922,br:tribunal.superior.eleitoral;plenario:acordao;arms,19,,jus
2923,br:tribunal.superior.eleitoral;plenario:acordao;aro,120,,jus
2924,br:tribunal.superior.eleitoral;plenario:acordao;arp,188,,jus
2925,br:tribunal.superior.eleitoral;plenario:acordao;ass,3,,jus
2926,br:tribunal.superior.eleitoral;plenario:acordao;cc,10,,jus
2927,br:tribunal.superior.eleitoral;plenario:acordao;eaag,90,,jus
2928,br:tribunal.superior.eleitoral;plenario:acordao;eaar,2,,jus
2929,br:tribunal.superior.eleitoral;plenario:acordao;eaarespe,1,,jus
2930,br:tribunal.superior.eleitoral;plenario:acordao;eaerms,1,,jus
2931,br:tribunal.superior.eleitoral;plenario:acordao;eaeximp,1,,jus
2932,br:tribunal.superior.eleitoral;plenario:acordao;eag,50,,jus
2933,br:tribunal.superior.eleitoral;plenario:acordao;eamc,8,,jus
2934,br:tribunal.superior.eleitoral;plenario:acordao;eams,4,,jus
2935,br:tribunal.superior.eleitoral;plenario:acordao;ear,3,,jus
2936,br:tribunal.superior.eleitoral;plenario:acordao;earced,2,,jus
2937,br:tribunal.superior.eleitoral;plenario:acordao;earcl,2,,jus
2938,br:tribunal.superior.eleitoral;plenario:acordao;earespe,105,,jus
2939,br:tribunal.superior.eleitoral;plenario:acordao;earms,3,,jus
2940,br:tribunal.superior.eleitoral;plenario:acordao;earo,11,,jus
2941,br:tribunal.superior.eleitoral;plenario:acordao;earp,12,,jus
2942,br:tribunal.superior.eleitoral;plenario:acordao;ecta,1,,jus
2943,br:tribunal.superior.eleitoral;plenario:acordao;ed.ac,2,,jus
2944,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.ac,1,,jus
2945,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.agr.ai,1,,jus
2946,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.agr.respe,4,,jus
2947,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.ai,51,,jus
2948,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.ar,4,,jus
2949,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.hd,1,,jus
2950,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.ms,4,,jus
2951,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.pet,2,,jus
2952,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.rcl,2,,jus
2953,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.respe,113,,jus
2954,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.ro,9,,jus
2955,br:tribunal.superior.eleitoral;plenario:acordao;ed.agr.rp,1,,jus
2956,br:tribunal.superior.eleitoral;plenario:acordao;ed.ai,15,,jus
2957,br:tribunal.superior.eleitoral;plenario:acordao;ed.ed.agr.ai,4,,jus
2958,br:tribunal.superior.eleitoral;plenario:acordao;ed.ed.agr.respe,9,,jus
2959,br:tribunal.superior.eleitoral;plenario:acordao;ed.ed.ed.agr.ai,1,,jus
2960,br:tribunal.superior.eleitoral;plenario:acordao;ed.ed.ed.agr.respe,3,,jus
2961,br:tribunal.superior.eleitoral;plenario:acordao;ed.ed.ed.respe,1,,jus
2962,br:tribunal.superior.eleitoral;plenario:acordao;ed.ed.respe,8,,jus
2963,br:tribunal.superior.eleitoral;plenario:acordao;ed.hc,5,,jus
2964,br:tribunal.superior.eleitoral;plenario:acordao;ed.ms,2,,jus
2965,br:tribunal.superior.eleitoral;plenario:acordao;ed.pet,2,,jus
2966,br:tribunal.superior.eleitoral;plenario:acordao;ed.rced,1,,jus
2967,br:tribunal.superior.eleitoral;plenario:acordao;ed.respe,57,,jus
2968,br:tribunal.superior.eleitoral;plenario:acordao;ed.rms,1,,jus
2969,br:tribunal.superior.eleitoral;plenario:acordao;ed.ro,14,,jus
2970,br:tribunal.superior.eleitoral;plenario:acordao;ed.rp,6,,jus
2971,br:tribunal.superior.eleitoral;plenario:acordao;eeaag,2,,jus
2972,br:tribunal.superior.eleitoral;plenario:acordao;eeaeeag,1,,jus
2973,br:tribunal.superior.eleitoral;plenario:acordao;eeapet,1,,jus
2974,br:tribunal.superior.eleitoral;plenario:acordao;eear,1,,jus
2975,br:tribunal.superior.eleitoral;plenario:acordao;eearespe,5,,jus
2976,br:tribunal.superior.eleitoral;plenario:acordao;eeeaag,3,,jus
2977,br:tribunal.superior.eleitoral;plenario:acordao;eeear,1,,jus
2978,br:tribunal.superior.eleitoral;plenario:acordao;eeearespe,1,,jus
2979,br:tribunal.superior.eleitoral;plenario:acordao;eeeear,1,,jus
2980,br:tribunal.superior.eleitoral;plenario:acordao;eeeero,1,,jus
